,job_position,job_id,company_name,job_location,job_posting_date,skill,senority_level,employment_type,job_function,industry
742,"Performance Engineer(Load Runner, JMeter Splunk, Linux, Shell Script)",4148010840,Risk Resources,"Pune, Maharashtra, India",2025-02-09,"['python', 'Perl', 'Shell Scripting', 'Docker', 'Kubernetes', 'Linux', 'Scripting', 'JMeter', 'Performance Testing', 'Load Testing']",Mid-Senior level,Full-time,Engineering and Information Technology,Business Consulting and Services
743,Front end Developer intern,4151013834,OptimSpace,Mumbai Metropolitan Region,2025-02-13,"['python', 'JavaScript', 'HTML', 'CSS', 'SQL', 'MongoDB', 'React', 'Angular', 'Vue.js']",Associate,Internship,Engineering and Information Technology,"Technology, Information and Internet"
744,Climate Data Analyst,4142450637,Palladium: Make It Possible,"Mumbai, Maharashtra, India",2025-02-03,"['python', 'SQL', 'R', 'Data Science', 'Data Analysis', 'Power BI']",Entry level,Full-time,Consulting and Analyst,Environmental Services
745,QA Automation Engineer- Python/Performance testing,4042553773,YO IT CONSULTING,"Pune, Maharashtra, India",2024-09-12,"['python', 'Git', 'Jenkins', 'Scripting', 'Automation', 'Software Testing', 'Selenium', 'JMeter', 'Performance Testing']",Mid-Senior level,Full-time,Quality Assurance,"Technology, Information and Internet"
746,"AI Engineer, India - BCG X",4062723447,Boston Consulting Group (BCG),Mumbai Metropolitan Region,2025-02-07,"['python', 'Django', 'Flask', 'Machine Learning', 'Deep Learning', 'Big Data', 'Spark', 'Competitive Programming']",Entry level,Full-time,Engineering and Information Technology,Business Consulting and Services
747,Javascript Developer,4139716601,Hexaware Technologies,"Pune, Maharashtra, India",2025-01-31,"['python', 'JavaScript', 'HTML', 'CSS', 'SQL', 'MongoDB', 'Node.js', 'Backend Development', 'Frontend Development', 'Full Stack Development', 'Android Development', 'Scripting']",Entry level,Full-time,Business Development,IT Services and IT Consulting
748,Hiring for Data Modeler -TCS,4130216654,Risk Resources,"Pune, Maharashtra, India",2024-12-25,"['python', 'SQL', 'Big Data', 'Data Structures']",Entry level,Full-time,Information Technology,Business Consulting and Services
749,Data Operator work || data typing and writing work,4151198850,Aspect Solution,"Thane, Maharashtra, India",2025-02-15,"['python', 'JavaScript']",Entry level,Full-time,Information Technology,Staffing and Recruiting
750,"Data Modeller/Engineer(HTML, CSS, JS)",4151866060,Risk Resources,"Pune, Maharashtra, India",2025-02-13,"['python', 'HTML', 'CSS', 'SQL', 'Data Structures']",Mid-Senior level,Full-time,Information Technology,Business Consulting and Services
751,"Analyst, Analytics & Metrics-R-235092",4113673128,Mastercard,"Pune, Maharashtra, India",2025-02-11,"['python', 'R', 'Big Data', 'Data Analysis', 'Power BI']",Entry level,Full-time,Business Development and Sales,"Financial Services, IT Services and IT Consulting, and Technology, Information and Internet"
752,AI Engineer - Microsoft Copilot--5+ Years,4152999818,Cortex Consultants LLC,"Pune, Maharashtra, India",2025-02-14,"['python', 'Azure', 'Git', 'Machine Learning', 'NLP', 'TensorFlow', 'PyTorch', 'Scikit-Learn', 'Computer Vision']",Mid-Senior level,Full-time,Engineering and Information Technology,IT Services and IT Consulting
753,API Management Engineer,4119837718,Google,"Pune, Maharashtra, India",2025-02-07,"['python', 'java', 'Go', 'Kubernetes', 'Google Cloud', 'Terraform', 'Data Structures', 'DevOps', 'Cloud Computing', 'Scripting']",Not Applicable,Full-time,"Project Management, Consulting, and Engineering","Information Services and Technology, Information and Internet"
754,Junior Machine Learning Engineer,4148644711,ClearML,"Mumbai, Maharashtra, India",2025-02-10,"['python', 'Machine Learning', 'Deep Learning', 'Computer Vision', 'Data Science', 'DevOps']",Internship,Full-time,Engineering and Information Technology,Software Development
756,Data Science Intern,4151034272,NxtShiksha,"Nagpur, Maharashtra, India",2025-02-13,"['python', 'HTML']",Executive,Internship,Engineering and Information Technology,Education
757,Data Scientist,4137532590,Oneture Technologies,Mumbai Metropolitan Region,2025-01-28,"['python', 'R', 'Git', 'Jenkins', 'Machine Learning', 'Deep Learning', 'PyTorch', 'Computer Vision', 'YOLO', 'Data Science', 'Hadoop']",Entry level,Full-time,"Information Technology, Analyst, and Engineering","Software Development, IT Services and IT Consulting, and Technology, Information and Internet"
758,AI/ML Developer,4130784444,CTI,"Pune, Maharashtra, India",2025-01-20,"['python', 'C++', 'C', 'Deep Learning', 'Computer Vision', 'LLMs', 'Data Science']",Entry level,Full-time,Engineering and Information Technology,IT Services and IT Consulting
759,Entry Level Software QA Test Engineer,4117378233,Medpace,"Navi Mumbai, Maharashtra, India",2025-01-28,"['python', 'java', 'C++', 'Software Testing']",Not Applicable,Full-time,Quality Assurance,Pharmaceutical Manufacturing
760,Software Engineer,4102727549,Corsearch,"Mumbai, Maharashtra, India",2024-11-21,"['python', 'JavaScript', 'C++', 'C', 'MongoDB', 'Google Cloud', 'Data Structures', 'NoSQL', 'Backend Development', 'Full Stack Development']",Not Applicable,Other,Engineering and Information Technology,Information Services
761,Analyst - Research & Insights,4129137247,dss+,"Mumbai, Maharashtra, India",2025-01-20,"['python', 'SQL', 'R', 'Data Science', 'Data Analysis', 'Power BI']",Entry level,Full-time,Research and Consulting,Operations Consulting
762,Python Developer,4113195851,Pixelo Digital,"Navi Mumbai, Maharashtra, India",2025-01-03,"['python', 'Django', 'Computer Vision']",Entry level,Full-time,Engineering and Information Technology,Marketing Services
763,Software Engineer I,4063151168,JPMorganChase,"Mumbai, Maharashtra, India",2025-02-09,"['python', 'JavaScript', 'C++', 'CSS', 'React', 'TypeScript', 'Software Architecture', 'Data Structures', 'Backend Development']",Not Applicable,Full-time,Engineering and Information Technology,Financial Services
764,Python Developer ( Lead),4152853021,Tata Consultancy Services,"Pune, Maharashtra, India",2025-02-14,"['python', 'Django', 'Bash', 'PyTorch']",Mid-Senior level,Full-time,Information Technology,Information Services
765,Python Automation testing_Rupak_Cpgemini,4037192924,CodersBrain,"Pune, Maharashtra, India",2024-09-06,"['python', 'Scripting']",Mid-Senior level,Contract,Engineering and Information Technology,IT Services and IT Consulting
766,Javascript Developer,4149474626,Hexaware Technologies,"Pune, Maharashtra, India",2025-02-13,"['python', 'JavaScript', 'HTML', 'SQL', 'MongoDB', 'Node.js', 'Backend Development', 'Frontend Development', 'Full Stack Development', 'Android Development']",Associate,Full-time,Business Development,IT Services and IT Consulting
767,Full Stack Developer Intern,4151004289,TwiLearn,"Pune, Maharashtra, India",2025-02-13,"['python', 'JavaScript', 'HTML', 'CSS', 'MongoDB', 'Node.js', 'React', 'Angular']",Entry level,Internship,Engineering and Information Technology,E-Learning Providers
768,Email Support Jobs for Freshers,4151032647,CrazyHR,Mumbai Metropolitan Region,2025-02-13,['python'],Entry level,Full-time,Customer Service,Software Development
769,Jr_JD_057_ Associate SDE,4106869291,Parallel Minds,"Pune, Maharashtra, India",2024-12-23,"['python', 'java', 'JavaScript', 'Node.js', 'Angular', 'TypeScript', 'Software Architecture', 'Backend Development', 'Unit Testing', 'Competitive Programming']",Mid-Senior level,Full-time,Information Technology,IT System Custom Software Development
770,Associate,4063837328,Bank of America,"Borivali, Maharashtra, India",2025-02-15,"['python', 'MongoDB', 'NoSQL', 'RESTful APIs', 'Competitive Programming']",Mid-Senior level,Full-time,Other,Banking
771,Jr Software Engineer,4108458477,Pocket HRMS,"Navi Mumbai, Maharashtra, India",2024-12-23,"['python', 'java', 'JavaScript', 'C', 'HTML', 'CSS', 'Angular', 'Backend Development', 'Frontend Development', 'Full Stack Development', 'Android Development', 'Embedded Systems']",Entry level,Full-time,Engineering and Information Technology,Information Technology & Services
772,GEN AI Engineer,4151248152,TETRAHED INC,"Pune, Maharashtra, India",2025-02-12,"['python', 'Kubernetes', 'Google Cloud', 'Machine Learning', 'NLP', 'Computer Vision', 'LLMs']",Mid-Senior level,Full-time,Engineering and Information Technology,IT Services and IT Consulting
773,"Full Stack developer with JAVA, SQL, ReAct, Python",4142451265,Deutsche Bank,"Pune, Maharashtra, India",2025-02-13,"['python', 'java', 'JavaScript', 'HTML', 'CSS', 'SQL', 'MongoDB', 'Node.js', 'React', 'Angular', 'Microservices', 'NoSQL', 'Backend Development', 'Frontend Development', 'Full Stack Development']",Not Applicable,Full-time,Engineering and Information Technology,Financial Services
774,Business Analyst,4145544020,Find Next Hire,"Aurangabad, Maharashtra, India",2025-02-06,"['python', 'HTML', 'SQL']",Associate,Full-time,"Research, Analyst, and Information Technology",Human Resources Services
775,Analytics Consultant,4138177396,Undisclosed,"Pune, Maharashtra, India",2025-01-29,"['python', 'SQL', 'R', 'Deep Learning', 'Data Science', 'Big Data', 'Data Analysis', 'Power BI']",Associate,Full-time,"Analyst, Consulting, and Information Technology",Health and Human Services and Hospitals and Health Care
776,Internship Trainee,4145363920,DhanSampann Financial Services Pvt Ltd,"Maharashtra, India",2025-02-08,"['python', 'C']",Internship,Full-time,Education and Training,Financial Services
777,Machine Learning Intern,4150792925,NxtShiksha,"Pune, Maharashtra, India",2025-02-13,"['python', 'HTML']",Associate,Internship,Engineering and Information Technology,Education
778,BI Developer,4143171139,UBS,"Pune, Maharashtra, India",2025-02-04,"['python', 'SQL', 'Data Structures', 'Power BI']",Not Applicable,Full-time,Information Technology and Engineering,"Banking, Financial Services, and Investment Banking"
779,Software Test Engineer - II,4131134519,Media.net,"Pune, Maharashtra, India",2025-01-21,"['python', 'C++', 'Android Development', 'Software Testing', 'Selenium', 'Performance Testing']",Associate,Full-time,Engineering and Other,"Technology, Information and Internet, IT Services and IT Consulting, and Software Development"
780,Intern,4149900916,Deutsche Bank,"Mumbai, Maharashtra, India",2025-01-17,['python'],Not Applicable,Internship,Education and Training,Financial Services
781,AI Engineer (Prompt Engineer),4137247873,Onit India,"Pune, Maharashtra, India",2025-01-28,"['python', 'Machine Learning', 'Deep Learning', 'NLP', 'TensorFlow', 'PyTorch', 'Computer Vision', 'LLMs', 'Data Science']",Associate,Full-time,Information Technology,Software Development
782,QA Automation Engineer,4074724716,SeekOut,"Pune, Maharashtra, India",2024-11-12,"['python', 'HTML', 'Azure', 'Git', 'Jenkins', 'Scripting', 'Automation', 'Software Testing', 'Selenium', 'JMeter', 'Performance Testing', 'Load Testing']",Mid-Senior level,Full-time,Quality Assurance,Software Development
783,Data Modeler (Data Concepts & Data Modelling),4130217544,Risk Resources,"Pune, Maharashtra, India",2024-12-25,"['python', 'HTML', 'SQL', 'Big Data', 'Snowflake']",Associate,Full-time,Information Technology,Business Consulting and Services
784,Data Analyst,4151010554,NxtShiksha,Mumbai Metropolitan Region,2025-02-13,"['python', 'SQL', 'R']",Executive,Full-time,Information Technology,Education
785,Machine Learning Engineer,4149356394,Antal International,"Pune, Maharashtra, India",2025-02-11,"['python', 'C++', 'Machine Learning', 'Deep Learning', 'TensorFlow', 'Data Science', 'Hadoop']",Mid-Senior level,Full-time,"Engineering, Information Technology, and Design",Aviation and Aerospace Component Manufacturing
786,Machine Learning Engineer,4118383703,qode.world,Mumbai Metropolitan Region,2025-01-07,"['python', 'C++', 'Deep Learning', 'TensorFlow', 'Computer Vision', 'Data Science', 'Big Data', 'Hadoop']",Mid-Senior level,Full-time,Engineering,IT Services and IT Consulting
787,Senior BI Analyst,4133058133,EPAM Systems,"Pune, Maharashtra, India",2025-02-15,"['python', 'SQL', 'Data Analysis', 'Power BI']",Mid-Senior level,Full-time,"Information Technology, Research, and Business Development","Software Development, IT Services and IT Consulting, and Technology, Information and Internet"
788,C++ Developer,4129130170,Capgemini Engineering,"Pune, Maharashtra, India",2025-01-20,"['python', 'C++', 'C', 'Data Structures', 'DBMS', 'Android Development', 'Embedded Systems']",Mid-Senior level,Full-time,Design and Engineering,Engineering Services and Information Services
789,Dev Ops Engineer,4117405623,Kodo,"Pune, Maharashtra, India",2025-01-06,"['python', 'Shell Scripting', 'Docker', 'Kubernetes', 'AWS', 'Azure', 'Terraform', 'Linux', 'Bash', 'PowerShell', 'Git', 'Jenkins', 'Microservices', 'NoSQL', 'Backend Development', 'DevOps', 'Cloud Computing', 'Scripting', 'JIRA', 'Competitive Programming']",Associate,Full-time,Engineering and Information Technology,Financial Services
790,ETL Developer,4138364491,Oracle,Mumbai Metropolitan Region,2025-01-30,"['python', 'SQL', 'Hadoop']",Mid-Senior level,Full-time,Consulting,IT Services and IT Consulting
791,Performance Tester,4151402371,Tata Consultancy Services,"Pune, Maharashtra, India",2025-02-12,"['python', 'Jenkins', 'Cloud Computing', 'Automation', 'Selenium', 'JMeter', 'Load Testing']",Mid-Senior level,Full-time,"Engineering, Other, and Information Technology",IT Services and IT Consulting
793,Software Engineer,4146572008,Zensar Technologies,"Pune, Maharashtra, India",2025-02-07,"['python', 'C++']",Executive,Full-time,Information Technology,IT Services and IT Consulting
794,Project Executive,4151490847,Livspace,"Pune, Maharashtra, India",2025-02-13,"['python', 'JavaScript', 'HTML', 'CSS', 'SQL']",Associate,Full-time,Project Management,Interior Design
795,Automation Specialist,4145646162,Infosys,"Pune, Maharashtra, India",2025-02-06,"['python', 'IoT', 'Automation', 'Software Testing', 'Selenium', 'Competitive Programming']",Mid-Senior level,Full-time,Information Technology,IT Services and IT Consulting
796,Back End Developer,4148720463,Hexaware Technologies,"Pune, Maharashtra, India",2025-02-12,"['python', 'MongoDB', 'Node.js', 'TypeScript', 'NoSQL', 'RESTful APIs']",Mid-Senior level,Full-time,"Information Technology, Business Development, and Consulting","IT Services and IT Consulting, Software Development, and Information Services"
797,Sr Python Developer,4042551845,YO IT CONSULTING,"Pune, Maharashtra, India",2024-10-06,"['python', 'Django', 'Flask']",Mid-Senior level,Full-time,Engineering and Information Technology,"Technology, Information and Internet"
798,Senior Software Engineer (AI/ML),4123636597,Autodesk,"Pune, Maharashtra, India",2025-02-04,"['python', 'Machine Learning', 'NLP', 'TensorFlow', 'PyTorch', 'Data Science', 'Big Data', 'Spark', 'Data Structures', 'Competitive Programming']",Mid-Senior level,Full-time,Engineering and Information Technology,"Software Development, Design Services, and IT Services and IT Consulting"
799,Agentic AI Engineer,4144995414,Timely Find,"Pune, Maharashtra, India",2025-02-05,"['python', 'Machine Learning', 'Deep Learning', 'TensorFlow', 'PyTorch', 'Computer Vision', 'Hugging Face']",Entry level,Full-time,Engineering and Information Technology,Human Resources Services
800,Data Analyst Intern,4152876238,NxtShiksha,Mumbai Metropolitan Region,2025-02-14,"['python', 'SQL']",Associate,Internship,Information Technology,Education
801,Business Analyst,4145552343,Wave Hire,Mumbai Metropolitan Region,2025-02-06,"['python', 'HTML', 'SQL']",Associate,Full-time,"Research, Analyst, and Information Technology",Human Resources Services
802,Front End Developer in Pune,4140322044,Intelisync,"Pune, Maharashtra, India",2025-02-01,"['python', 'java', 'JavaScript', 'HTML', 'CSS', 'SQL', 'MongoDB', 'Node.js', 'React', 'Angular', 'Vue.js', 'Blockchain', 'RESTful APIs', 'Backend Development', 'Frontend Development', 'Full Stack Development', 'Scrum', 'UI/UX Design']",Entry level,Full-time,"Information Technology, Engineering, and Design","Software Development, Higher Education, and Design Services"
803,Unix + Python (Infrastructure Applications L3 Support Specialist) for TCS!!,4148017024,Risk Resources,"Pune, Maharashtra, India",2025-02-09,"['python', 'Shell Scripting', 'Kubernetes', 'Ansible', 'Linux', 'Git', 'Cloud Computing', 'Scripting']",Not Applicable,Full-time,Information Technology,Business Consulting and Services
804,AI-ML Python Developer_Varnita,4037129159,CodersBrain,"Pune, Maharashtra, India",2024-09-06,"['python', 'Django', 'Machine Learning', 'Data Science']",Mid-Senior level,Full-time,Engineering and Information Technology,IT Services and IT Consulting
805,Software QA Engineer - Python/Selenium,4133191003,YO IT CONSULTING,"Pune, Maharashtra, India",2025-01-24,"['python', 'Git', 'Jenkins', 'DevOps', 'Scripting', 'Software Testing', 'Selenium', 'JMeter', 'Performance Testing', 'Snowflake']",Mid-Senior level,Full-time,Engineering and Information Technology,"Technology, Information and Internet"
806,Software Engineer,4105578890,Tech Mahindra,Mumbai Metropolitan Region,2024-12-19,"['python', 'C++', 'Node.js', 'Android Development']",Entry level,Full-time,Engineering and Information Technology,IT Services and IT Consulting
807,Software Engineer,4149167693,Scan-Shipping,"Pune, Maharashtra, India",2025-02-10,"['python', 'java', 'C++', 'Git', 'Data Structures', 'NoSQL', 'Backend Development', 'Software Testing', 'Unit Testing', 'Competitive Programming']",Not Applicable,Full-time,Engineering and Information Technology,"Transportation, Logistics, Supply Chain and Storage"
808,QA Automation Engineer,4151972518,Espressif Systems,"Pune, Maharashtra, India",2025-02-13,"['python', 'IoT', 'Edge Computing', 'Automation', 'JMeter']",Entry level,Full-time,Engineering,Semiconductor Manufacturing
809,URGENT HIRING FRESHERS GRADUATE,4150763871,Money Honey Financial Services Pvt Ltd,"Goregaon, Maharashtra, India",2025-02-13,['python'],Entry level,Full-time,Finance,Financial Services
810,Data Scientist,4124343573,Bright Vision Technologies,"Mumbai, Maharashtra, India",2025-01-15,"['python', 'SQL', 'R', 'Deep Learning', 'Data Science', 'Big Data', 'Hadoop', 'Competitive Programming']",Entry level,Full-time,Engineering and Information Technology,IT Services and IT Consulting
811,Energy Market Analyst (Solutions),4129449777,Energy Exemplar,"Pune, Maharashtra, India",2025-02-14,"['python', 'Data Science', 'Data Structures', 'Data Analysis', 'Power BI']",Entry level,Full-time,Marketing and Sales,Software Development
812,Software Engineer,4122645281,PluginLive,Mumbai Metropolitan Region,2025-01-14,"['python', 'Go', 'Data Structures', 'Redis', 'Backend Development', 'Android Development', 'Kafka']",Associate,Full-time,Engineering and Information Technology,Staffing and Recruiting
813,AI/ML Developer - Python,3993515723,Jade Global,"Pune, Maharashtra, India",2024-08-05,"['python', 'Machine Learning', 'Deep Learning', 'NLP', 'TensorFlow', 'Scikit-Learn', 'Computer Vision', 'Data Science']",Mid-Senior level,Full-time,Engineering and Information Technology,IT Services and IT Consulting
814,Hiring for Safety Engineer (Automotive Domain) - Pune,4135240503,Tata Technologies,"Pune, Maharashtra, India",2025-01-27,"['python', 'C++']",Associate,Full-time,Information Technology,Engineering Services
815,Testing-ETL-Staff,4116503741,EY,"Pune, Maharashtra, India",2025-02-05,"['python', 'Perl', 'AWS', 'Azure', 'Big Data', 'Hadoop', 'Spark', 'Scripting', 'Automation']",Mid-Senior level,Full-time,Quality Assurance,IT Services and IT Consulting
816,Python Developer,4151087401,Luxoft,"Pune, Maharashtra, India",2025-02-13,"['python', 'Django', 'Bash', 'Git']",Mid-Senior level,Full-time,Engineering,IT Services and IT Consulting
817,Software Engineer-Selenium Automation,4138922773,Capgemini,"Pune, Maharashtra, India",2025-02-04,"['python', 'JavaScript', 'CSS', 'Automation', 'Selenium']",Entry level,Internship,Engineering and Information Technology,IT Services and IT Consulting
818,Engineer,4148950389,Deutsche Bank,"Pune, Maharashtra, India",2025-02-13,"['python', 'java', 'JavaScript', 'Linux', 'Git', 'Hadoop', 'Spark']",Not Applicable,Full-time,Engineering and Information Technology,Financial Services
819,Developer/Engineer,4138614772,dentsu,"Pune, Maharashtra, India",2025-01-29,"['python', 'JavaScript', 'C', 'CSS', 'Frontend Development']",Entry level,Full-time,Engineering and Information Technology,Advertising Services
820,Business Analyst - Payments/Cards,4104171111,Virtusa,Mumbai Metropolitan Region,2025-02-07,"['python', 'HTML']",Mid-Senior level,Full-time,"Research, Analyst, and Information Technology",IT Services and IT Consulting
821,Quality Engineer,4075207916,Jabil,"Ranjangaon, India",2024-11-19,"['python', 'JavaScript', 'HTML']",Mid-Senior level,Full-time,Quality Assurance,"Appliances, Electrical, and Electronics Manufacturing"
822,Oracle -Python Developer,4050504204,AideWiser SolTek,Mumbai Metropolitan Region,2024-10-16,"['python', 'Django']",Associate,Full-time,Engineering and Information Technology,Staffing and Recruiting
823,AI Engineer,4145771555,Marcura,"Mumbai, Maharashtra, India",2025-02-07,"['python', 'Google Cloud', 'Git', 'Machine Learning', 'Deep Learning', 'NLP', 'Computer Vision', 'Data Science', 'Competitive Programming']",Mid-Senior level,Full-time,Information Technology,Software Development
824,SQL Developer,4135622116,Soul AI,"Pune, Maharashtra, India",2025-01-27,"['python', 'HTML', 'DBMS']",Not Applicable,Part-time,Engineering and Information Technology,IT Services and IT Consulting
825,Test Automation Engineer - C,4148283248,Capgemini,"Pune, Maharashtra, India",2025-02-13,"['python', 'C', 'Automation', 'JMeter', 'Embedded Systems']",Mid-Senior level,Full-time,Quality Assurance,IT Services and IT Consulting
826,Director,4129888668,Artefact,"Pune, Maharashtra, India",2025-01-22,"['python', 'PostgreSQL', 'Azure', 'Terraform', 'Hadoop', 'Spark', 'Databricks', 'Scrum', 'Competitive Programming', 'Kafka']",Director,Full-time,"Other, Consulting, and Information Technology",IT Services and IT Consulting
827,Robotics Engineer,4143181436,Find Next Hire,"Pune, Maharashtra, India",2025-02-04,"['python', 'C++', 'Computer Vision', 'Software Architecture', 'Competitive Programming']",Associate,Full-time,Engineering and Information Technology,Human Resources Services
828,Data Coordinator,4116846663,Medpace,"Navi Mumbai, Maharashtra, India",2025-02-12,"['python', 'SQL', 'Data Science']",Not Applicable,Full-time,Information Technology,Pharmaceutical Manufacturing
829,"Part time Backed office Operator, Data Entry Executive jobs",4110662381,Aspect Solution,"Thane, Maharashtra, India",2024-12-28,"['python', 'JavaScript', 'HTML']",Entry level,Full-time,Information Technology,Staffing and Recruiting
830,Brainvire Infotech - Team Lead - Odoo,4150911053,Brainvire Infotech Inc.,"Mumbai, Maharashtra, India",2025-02-12,['python'],Mid-Senior level,Full-time,Information Technology,"Technology, Information and Internet, Software Development, and Technology, Information and Media"
831,Data Science & Engineering Lead,4068401242,Particle41,"Pune, Maharashtra, India",2024-11-04,"['python', 'R', 'Machine Learning', 'Deep Learning', 'NLP', 'TensorFlow', 'PyTorch', 'Scikit-Learn', 'Computer Vision', 'Data Science', 'Big Data', 'Spark', 'Databricks', 'NoSQL', 'Kafka', 'Snowflake']",Mid-Senior level,Full-time,Engineering and Information Technology,"Technology, Information and Internet"
832,Consultant,4137921204,KPMG India,"Mumbai, Maharashtra, India",2025-01-29,"['java', 'JavaScript', 'CSS', 'Linux', 'Cloud Computing']",Mid-Senior level,Full-time,Information Technology,IT Services and IT Consulting
833,Java developer with Banking,4147636488,Oracle,"Pune, Maharashtra, India",2025-02-11,"['java', 'Spring Boot', 'Go', 'Backend Development']",Associate,Full-time,Engineering and Information Technology,IT Services and IT Consulting
834,Java Developer,3627617021,LTS,"Pune, Maharashtra, India",2023-06-06,"['java', 'Spring Boot', 'Microservices', 'RESTful APIs', 'Backend Development']",Associate,Full-time,Engineering and Information Technology,IT Services and IT Consulting
835,Java developer,4143184462,Timely Find,"Pune, Maharashtra, India",2025-02-04,"['java', 'Spring Boot', 'Microservices', 'Data Structures', 'Redis', 'Backend Development', 'Full Stack Development']",Associate,Full-time,Engineering and Information Technology,Human Resources Services
836,Java developer,4143185339,Timely Find,"Pune, Maharashtra, India",2025-02-04,"['java', 'Spring Boot', 'Microservices', 'Data Structures', 'Redis', 'Backend Development']",Associate,Full-time,Engineering and Information Technology,Human Resources Services
837,Application Development Engineer,4119838642,Google,"Pune, Maharashtra, India",2025-02-11,"['java', 'JavaScript', 'HTML', 'SQL', 'Go', 'Docker', 'Kubernetes', 'Google Cloud', 'Ansible', 'Jenkins', 'Microservices', 'Data Structures', 'Redis', 'Backend Development', 'Frontend Development', 'Cloud Computing', 'Networking', 'Unit Testing']",Not Applicable,Full-time,Information Technology and Engineering,"Information Services and Technology, Information and Internet"
838,Java Backend Developer,4079254090,TalentBox Labs Inc,"Pune, Maharashtra, India",2024-11-21,"['java', 'MongoDB', 'Spring Boot', 'NoSQL', 'Backend Development']",Mid-Senior level,Full-time,Engineering and Information Technology,"Technology, Information and Internet"
839,Java + kafka | Pune & Chennai,4134824522,Deloitte,"Pune, Maharashtra, India",2025-01-26,"['java', 'Spring Boot', 'Data Structures', 'NoSQL', 'Backend Development', 'Full Stack Development', 'Kafka']",Mid-Senior level,Full-time,Consulting,Business Consulting and Services
840,Java Developer,4138754034,orangemantra,"Mumbai, Maharashtra, India",2025-01-30,"['java', 'MongoDB', 'Spring Boot', 'CI/CD', 'Microservices', 'NoSQL', 'RESTful APIs', 'Kafka']",Entry level,Full-time,Engineering and Information Technology,IT Services and IT Consulting
841,Java Backend Developer,4079248628,TalentBox Labs Inc,Mumbai Metropolitan Region,2024-11-21,"['java', 'Spring Boot', 'NoSQL']",Mid-Senior level,Full-time,Engineering and Information Technology,"Technology, Information and Internet"
842,Java Developer,4140695126,Persistent Systems,"Pune, Maharashtra, India",2025-02-03,"['java', 'Spring Boot', 'Microservices', 'Full Stack Development', 'Competitive Programming', 'Kafka']",Mid-Senior level,Full-time,Engineering and Information Technology,IT Services and IT Consulting
843,Java developer,4145545572,Find Next Hire,"Pune, Maharashtra, India",2025-02-06,"['java', 'Spring Boot', 'Microservices', 'Data Structures', 'Redis', 'Full Stack Development']",Associate,Full-time,Engineering and Information Technology,Human Resources Services
844,Java developer,4145540781,Find Next Hire,"Pune, Maharashtra, India",2025-02-06,"['java', 'Spring Boot', 'Microservices', 'Data Structures', 'Redis', 'Full Stack Development']",Associate,Full-time,Engineering and Information Technology,Human Resources Services
845,Interesting Job Opportunity: Java Developer - Spring Boot/Hibernate,4119067681,Deqode,"Pune, Maharashtra, India",2025-01-08,"['java', 'Spring Boot', 'Microservices', 'RESTful APIs', 'Backend Development']",Mid-Senior level,Full-time,Information Technology,"Technology, Information and Internet, Software Development, and Technology, Information and Media"
846,Java developer,4138795636,Altraize,"Pune, Maharashtra, India",2025-01-23,"['java', 'Spring Boot', 'Microservices', 'Edge Computing', 'Redis']",Associate,Full-time,Engineering and Information Technology,Outsourcing and Offshoring Consulting
847,SDE 1 (Java),3627613728,intalk.io - Agami Tech Pvt Ltd.,"Pune, Maharashtra, India",2023-06-06,"['java', 'Spring Boot', 'Data Structures', 'Backend Development', 'Android Development']",Associate,Full-time,Engineering and Information Technology,IT Services and IT Consulting
848,JAVA Developer_Mumbai_Immediate joiners,4138561313,Cortex Consultants LLC,Mumbai Metropolitan Region,2025-01-31,"['java', 'Spring Boot', 'Microservices']",Mid-Senior level,Full-time,Engineering and Information Technology,IT Services and IT Consulting
849,Java developer,4145551404,Wave Hire,"Pune, Maharashtra, India",2025-02-06,"['java', 'Spring Boot', 'Microservices', 'Data Structures', 'Redis', 'Full Stack Development']",Associate,Full-time,Engineering and Information Technology,Human Resources Services
850,Java Developer,4130219133,Whitefield Careers,"Pune, Maharashtra, India",2024-12-25,"['java', 'Software Architecture', 'Microservices', 'Data Structures', 'RESTful APIs', 'Backend Development']",Associate,Contract,Engineering and Information Technology,Human Resources
851,Java Developer - Mumbai,4037193133,CodersBrain,Mumbai Metropolitan Region,2024-09-06,"['java', 'Spring Boot', 'Microservices', 'Backend Development', 'Full Stack Development']",Mid-Senior level,Full-time,Engineering and Information Technology,IT Services and IT Consulting
852,Java Developer,4048223982,Scandid,"Pune, Maharashtra, India",2024-10-15,"['java', 'Data Structures']",Entry level,Full-time,Engineering and Information Technology,Staffing and Recruiting
853,Java Beck End developer,4037127756,CodersBrain,Mumbai Metropolitan Region,2024-09-06,"['java', 'Kafka']",Associate,Full-time,Engineering and Information Technology,IT Services and IT Consulting
854,Java Developer,4130214946,Whitefield Careers,"Pune, Maharashtra, India",2024-12-25,"['java', 'Spring Boot', 'Microservices', 'Backend Development', 'Full Stack Development']",Associate,Contract,Engineering and Information Technology,Human Resources
855,Java developer,4109959180,Altraize,"Pune, Maharashtra, India",2024-12-26,"['java', 'Spring Boot', 'Microservices', 'Redis', 'Full Stack Development']",Associate,Full-time,Engineering and Information Technology,Outsourcing and Offshoring Consulting
856,Java developer,4067249911,Altraize,"Pune, Maharashtra, India",2024-10-13,"['java', 'Spring Boot', 'Microservices', 'Data Structures', 'Redis', 'Full Stack Development']",Associate,Full-time,Engineering and Information Technology,Outsourcing and Offshoring Consulting
